record_id,symbol,occurred_date,event_class,evidence_url,evidence_note,checked_at_utc
A0015,NOW,2019-07-24,quarterly_results,https://www.sec.gov/Archives/edgar/data/1373715/000137371519000200/erq2fy19-8xk.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0017,NOW,2019-10-23,quarterly_results,https://www.sec.gov/Archives/edgar/data/1373715/000137371519000265/erq3fy19-8xk.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0018,NOW,2020-01-29,quarterly_results,https://www.sec.gov/Archives/edgar/data/1373715/000137371520000008/erq4fy19-8xk.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0019,NOW,2020-04-29,quarterly_results,https://www.sec.gov/Archives/edgar/data/1373715/000137371520000098/erq1fy20-8xk.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0020,NOW,2020-07-28,quarterly_results,https://www.sec.gov/Archives/edgar/data/1373715/000137371520000189/now-20200728.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0021,NOW,2020-10-26,quarterly_results,https://www.sec.gov/Archives/edgar/data/1373715/000137371520000255/now-20201026.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0022,NOW,2021-01-27,quarterly_results,https://www.sec.gov/Archives/edgar/data/1373715/000137371521000008/now-20210127.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0023,NOW,2021-04-28,quarterly_results,https://www.sec.gov/Archives/edgar/data/1373715/000137371521000111/now-20210428.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0024,NOW,2021-07-28,quarterly_results,https://www.sec.gov/Archives/edgar/data/1373715/000137371521000200/now-20210728.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0025,NOW,2021-10-26,quarterly_results,https://www.sec.gov/Archives/edgar/data/1373715/000137371521000288/now-20211026.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0026,NOW,2022-01-25,quarterly_results,https://www.sec.gov/Archives/edgar/data/1373715/000137371522000006/now-20220125.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0027,NOW,2022-04-27,quarterly_results,https://www.sec.gov/Archives/edgar/data/1373715/000137371522000132/now-20220427.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0028,NOW,2022-07-25,quarterly_results,https://www.sec.gov/Archives/edgar/data/1373715/000137371522000239/now-20220725.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0029,NOW,2022-10-23,quarterly_results,https://www.sec.gov/Archives/edgar/data/1373715/000137371522000329/now-20221023.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0030,NOW,2023-01-24,quarterly_results,https://www.sec.gov/Archives/edgar/data/1373715/000137371523000016/now-20230124.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0031,NOW,2023-04-24,quarterly_results,https://www.sec.gov/Archives/edgar/data/1373715/000137371523000162/now-20230424.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0032,NOW,2023-07-26,quarterly_results,https://www.sec.gov/Archives/edgar/data/1373715/000137371523000323/now-20230726.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0033,NOW,2023-10-25,quarterly_results,https://www.sec.gov/Archives/edgar/data/1373715/000137371523000417/now-20231025.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0034,NOW,2024-01-24,quarterly_results,https://www.sec.gov/Archives/edgar/data/1373715/000137371524000009/now-20240124.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0035,NOW,2024-04-24,quarterly_results,https://www.sec.gov/Archives/edgar/data/1373715/000137371524000163/now-20240424.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0036,NOW,2024-07-24,quarterly_results,https://www.sec.gov/Archives/edgar/data/1373715/000137371524000269/now-20240724.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0037,NOW,2024-10-21,quarterly_results,https://www.sec.gov/Archives/edgar/data/1373715/000137371524000342/now-20241021.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0038,NOW,2025-01-29,quarterly_results,https://www.sec.gov/Archives/edgar/data/1373715/000137371525000007/now-20250129.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0039,NOW,2025-04-21,quarterly_results,https://www.sec.gov/Archives/edgar/data/1373715/000137371525000124/now-20250421.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0040,NOW,2025-07-23,quarterly_results,https://www.sec.gov/Archives/edgar/data/1373715/000137371525000274/now-20250723.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0041,NOW,2025-10-29,quarterly_results,https://www.sec.gov/Archives/edgar/data/1373715/000137371525000305/now-20251029.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0042,NOW,2026-01-28,quarterly_results,https://www.sec.gov/Archives/edgar/data/1373715/000137371526000005/now-20260128.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0043,NOW,2026-04-17,quarterly_results,https://www.sec.gov/Archives/edgar/data/1373715/000137371526000054/now-20260417.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0044,NVDA,2018-02-08,quarterly_results,https://www.sec.gov/Archives/edgar/data/1045810/000104581018000004/form8-kq4fy18.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0045,NVDA,2018-05-10,quarterly_results,https://www.sec.gov/Archives/edgar/data/1045810/000104581018000052/form8-kq1fy19.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0046,NVDA,2018-08-16,quarterly_results,https://www.sec.gov/Archives/edgar/data/1045810/000104581018000113/form8-kq2fy19.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0047,NVDA,2018-11-15,quarterly_results,https://www.sec.gov/Archives/edgar/data/1045810/000104581018000148/form8-kq3fy19.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0048,NVDA,2019-01-28,other_item_202,https://www.sec.gov/Archives/edgar/data/1045810/000104581019000004/form8-kq4fy19update.htm,"primary doc + ex-99.1 title 'NVIDIA Updates Financial Guidance for Fourth Quarter of Fiscal 2019' — guidance update ahead of the quarter close, not a results release; real Q4 FY19 earnings 8-K filed 2019-02-14",2026-07-17T00:00:00+00:00
A0049,NVDA,2019-02-14,quarterly_results,https://www.sec.gov/Archives/edgar/data/1045810/000104581019000007/form8-kq4fy19.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0050,NVDA,2019-05-16,quarterly_results,https://www.sec.gov/Archives/edgar/data/1045810/000104581019000077/form8-kq1fy20.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0051,NVDA,2019-08-15,quarterly_results,https://www.sec.gov/Archives/edgar/data/1045810/000104581019000140/form8-kq2fy20.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0052,NVDA,2019-11-14,quarterly_results,https://www.sec.gov/Archives/edgar/data/1045810/000104581019000168/form8-kq3fy20.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0053,NVDA,2020-02-13,quarterly_results,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000007/form8-kq4fy20.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0054,NVDA,2020-05-21,quarterly_results,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000063/nvda-20200521.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0055,NVDA,2020-08-19,quarterly_results,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000145/nvda-20200819.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0056,NVDA,2020-11-18,quarterly_results,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000187/nvda-20201118.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0057,NVDA,2021-02-24,quarterly_results,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000007/nvda-20210224.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0058,NVDA,2021-05-26,quarterly_results,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000063/nvda-20210526.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0059,NVDA,2021-08-18,quarterly_results,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000128/nvda-20210818.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0060,NVDA,2021-11-17,quarterly_results,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000160/nvda-20211117.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0061,NVDA,2022-02-16,quarterly_results,https://www.sec.gov/Archives/edgar/data/1045810/000104581022000008/nvda-20220216.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0062,NVDA,2022-05-25,quarterly_results,https://www.sec.gov/Archives/edgar/data/1045810/000104581022000073/nvda-20220525.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0063,NVDA,2022-08-08,other_item_202,https://www.sec.gov/Archives/edgar/data/1045810/000104581022000133/nvda-20220808.htm,"primary doc: 'issued a press release announcing selected preliminary financial results for the second quarter ended July 31, 2022'; real definitive Q2 FY23 earnings 8-K filed 2022-08-24",2026-07-17T00:00:00+00:00
A0064,NVDA,2022-08-24,quarterly_results,https://www.sec.gov/Archives/edgar/data/1045810/000104581022000136/nvda-20220824.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0065,NVDA,2022-11-16,quarterly_results,https://www.sec.gov/Archives/edgar/data/1045810/000104581022000163/nvda-20221116.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0066,NVDA,2023-02-22,quarterly_results,https://www.sec.gov/Archives/edgar/data/1045810/000104581023000014/nvda-20230222.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0067,NVDA,2023-05-24,quarterly_results,https://www.sec.gov/Archives/edgar/data/1045810/000104581023000087/nvda-20230524.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0068,NVDA,2023-08-23,quarterly_results,https://www.sec.gov/Archives/edgar/data/1045810/000104581023000171/nvda-20230823.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0069,NVDA,2023-11-21,quarterly_results,https://www.sec.gov/Archives/edgar/data/1045810/000104581023000225/nvda-20231121.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0070,NVDA,2024-02-21,quarterly_results,https://www.sec.gov/Archives/edgar/data/1045810/000104581024000028/nvda-20240221.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0071,NVDA,2024-05-22,quarterly_results,https://www.sec.gov/Archives/edgar/data/1045810/000104581024000113/nvda-20240522.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0072,NVDA,2024-08-28,quarterly_results,https://www.sec.gov/Archives/edgar/data/1045810/000104581024000262/nvda-20240828.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0073,NVDA,2024-11-20,quarterly_results,https://www.sec.gov/Archives/edgar/data/1045810/000104581024000315/nvda-20241120.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0074,NVDA,2025-02-26,quarterly_results,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000021/nvda-20250226.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0075,NVDA,2025-05-28,quarterly_results,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000115/nvda-20250528.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0076,NVDA,2025-08-27,quarterly_results,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000207/nvda-20250827.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0077,NVDA,2025-11-19,quarterly_results,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000228/nvda-20251119.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0078,NVDA,2026-02-25,quarterly_results,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000019/nvda-20260225.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0079,NVDA,2026-05-20,quarterly_results,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000051/nvda-20260520.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0080,PLTR,2020-11-12,quarterly_results,https://www.sec.gov/Archives/edgar/data/1321655/000119312520291678/d934165d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0081,PLTR,2021-02-16,quarterly_results,https://www.sec.gov/Archives/edgar/data/1321655/000119312521043333/d131078d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0082,PLTR,2021-05-11,quarterly_results,https://www.sec.gov/Archives/edgar/data/1321655/000119312521156956/d77775d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0083,PLTR,2021-08-12,quarterly_results,https://www.sec.gov/Archives/edgar/data/1321655/000095012321010428/d213750d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0084,PLTR,2021-11-09,quarterly_results,https://www.sec.gov/Archives/edgar/data/1321655/000119312521323727/d51038d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0085,PLTR,2022-02-17,quarterly_results,https://www.sec.gov/Archives/edgar/data/1321655/000119312522044821/d317188d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0086,PLTR,2022-05-09,quarterly_results,https://www.sec.gov/Archives/edgar/data/1321655/000119312522144264/d259921d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0087,PLTR,2022-08-08,quarterly_results,https://www.sec.gov/Archives/edgar/data/1321655/000119312522214147/d347534d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0088,PLTR,2022-11-07,quarterly_results,https://www.sec.gov/Archives/edgar/data/1321655/000132165522000029/pltr-20221107.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0089,PLTR,2023-02-13,quarterly_results,https://www.sec.gov/Archives/edgar/data/1321655/000132165523000005/pltr-20230213.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0090,PLTR,2023-05-08,quarterly_results,https://www.sec.gov/Archives/edgar/data/1321655/000132165523000042/pltr-20230508.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0091,PLTR,2023-08-07,quarterly_results,https://www.sec.gov/Archives/edgar/data/1321655/000132165523000086/pltr-20230807.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0092,PLTR,2023-11-02,quarterly_results,https://www.sec.gov/Archives/edgar/data/1321655/000132165523000115/pltr-20231102.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0093,PLTR,2024-02-05,quarterly_results,https://www.sec.gov/Archives/edgar/data/1321655/000132165524000010/pltr-20240205.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0094,PLTR,2024-05-06,quarterly_results,https://www.sec.gov/Archives/edgar/data/1321655/000132165524000069/pltr-20240506.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0095,PLTR,2024-08-05,quarterly_results,https://www.sec.gov/Archives/edgar/data/1321655/000132165524000133/pltr-20240805.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0096,PLTR,2024-11-04,quarterly_results,https://www.sec.gov/Archives/edgar/data/1321655/000132165524000207/pltr-20241104.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0097,PLTR,2025-02-03,quarterly_results,https://www.sec.gov/Archives/edgar/data/1321655/000132165525000007/pltr-20250203.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0098,PLTR,2025-05-05,quarterly_results,https://www.sec.gov/Archives/edgar/data/1321655/000132165525000063/pltr-20250505.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0099,PLTR,2025-08-04,quarterly_results,https://www.sec.gov/Archives/edgar/data/1321655/000132165525000105/pltr-20250804.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0100,PLTR,2025-11-03,quarterly_results,https://www.sec.gov/Archives/edgar/data/1321655/000132165525000130/pltr-20251103.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0101,PLTR,2026-02-02,quarterly_results,https://www.sec.gov/Archives/edgar/data/1321655/000132165526000004/pltr-20260202.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0102,PLTR,2026-05-04,quarterly_results,https://www.sec.gov/Archives/edgar/data/1321655/000132165526000026/pltr-20260504.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0103,MSFT,2018-01-31,quarterly_results,https://www.sec.gov/Archives/edgar/data/789019/000119312518027377/d468387d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0104,MSFT,2018-04-26,quarterly_results,https://www.sec.gov/Archives/edgar/data/789019/000119312518134732/d576671d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0105,MSFT,2018-07-19,quarterly_results,https://www.sec.gov/Archives/edgar/data/789019/000119312518221458/d501766d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0106,MSFT,2018-10-24,quarterly_results,https://www.sec.gov/Archives/edgar/data/789019/000119312518306365/d640048d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0107,MSFT,2019-01-30,quarterly_results,https://www.sec.gov/Archives/edgar/data/789019/000119312519022553/d699806d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0108,MSFT,2019-04-24,quarterly_results,https://www.sec.gov/Archives/edgar/data/789019/000119312519117108/d661527d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0109,MSFT,2019-07-18,quarterly_results,https://www.sec.gov/Archives/edgar/data/789019/000119312519196501/d777737d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0110,MSFT,2019-10-23,quarterly_results,https://www.sec.gov/Archives/edgar/data/789019/000119312519272562/d823675d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0111,MSFT,2020-01-29,quarterly_results,https://www.sec.gov/Archives/edgar/data/789019/000119312520018383/d875975d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
